"author","author_affiliation","author_country","coauthor","coauthor_affiliation","coauthor_country","year","area"
Cheng-Shang Chang,National Tsing Hua University,tw,Yu-Hsien Peng,National Tsing Hua University,tw,2020,tcss
Cheng-Shang Chang,National Tsing Hua University,tw,Duan-Shin Lee,National Tsing Hua University,tw,2020,tcss
Cheng-Shang Chang,National Tsing Hua University,tw,Ping-En Lu,National Tsing Hua University,tw,2020,tcss
Cheng-Shang Chang,National Tsing Hua University,tw,Duan-Shin Lee,National Tsing Hua University,tw,2019,tcss
Cheng-Shang Chang,National Tsing Hua University,tw,Ching-Chu Huang,National Tsing Hua University,tw,2019,tcss
Cheng-Shang Chang,National Tsing Hua University,tw,Ping-En Lu,National Tsing Hua University,tw,2019,tcss
Cheng-Shang Chang,National Tsing Hua University,tw,Duan-Shin Lee,National Tsing Hua University,tw,2016,tcss
Cheng-Shang Chang,National Tsing Hua University,tw,Yung-Yin Lo,National Taiwan University,tw,2018,tcss
Cheng-Shang Chang,National Tsing Hua University,tw,Wanjiun Liao,National Taiwan University,tw,2018,tcss
Cheng-Shang Chang,National Tsing Hua University,tw,Ying-Chin Lee,National Tsing Hua University,tw,2018,tcss
Duan-Shin Lee,National Tsing Hua University,tw,Yu-Hsien Peng,National Tsing Hua University,tw,2020,tcss
Duan-Shin Lee,National Tsing Hua University,tw,Cheng-Shang Chang,National Tsing Hua University,tw,2020,tcss
Duan-Shin Lee,National Tsing Hua University,tw,Ping-En Lu,National Tsing Hua University,tw,2020,tcss
Duan-Shin Lee,National Tsing Hua University,tw,Cheng-Shang Chang,National Tsing Hua University,tw,2019,tcss
Duan-Shin Lee,National Tsing Hua University,tw,Ching-Chu Huang,National Tsing Hua University,tw,2019,tcss
Duan-Shin Lee,National Tsing Hua University,tw,Ping-En Lu,National Tsing Hua University,tw,2019,tcss
Duan-Shin Lee,National Tsing Hua University,tw,Cheng-Shang Chang,National Tsing Hua University,tw,2016,tcss
Mehwish Nasim,University of Konstanz,de,Ulrik Brandes,University of Konstanz,de,2016,tcss
Mehwish Nasim,University of Konstanz,de,Raphaël Charbey,Telecom ParisTech,fr,2016,tcss
Erica Briscoe,Georgia Institute of Technology,us,Joel Schlosser,Georgia Institute of Technology,us,2016,tcss
Erica Briscoe,Georgia Institute of Technology,us,Darren Scott Appling,Georgia Institute of Technology,us,2016,tcss
Maozhen Li,Tongji University,cn,Lutao Zheng,Tongji University,cn,2020,tcss
Maozhen Li,Tongji University,cn,Changjun Jiang,Tongji University,cn,2020,tcss
Maozhen Li,Tongji University,cn,Chungang Yan,Tongji University,cn,2020,tcss
Maozhen Li,Tongji University,cn,Guanjun Liu,Tongji University,cn,2020,tcss
Maozhen Li,Tongji University,cn,Mengchu Zhou,King Abdulaziz University,sa,2020,tcss
John Darlington,Imperial College London,us,Poonam Yadav,University of Cambridge,us,2018,tcss
John Darlington,Imperial College London,us,François Grey,University of Geneva,ch,2018,tcss
John Darlington,Imperial College London,us,Jeremy Cohen,Imperial College London,us,2018,tcss
John Darlington,Imperial College London,us,Ioannis Charalampidis,CERN,ch,2018,tcss
Yongping Zhang,Beihang University,cn,Qinghua Lu 0001,CSIRO,au,2019,tcss
Yongping Zhang,Beihang University,cn,Xiwei Xu,CSIRO,au,2019,tcss
Yongping Zhang,Beihang University,cn,Lida Xu,Old Dominion University,us,2019,tcss
Yongping Zhang,Beihang University,cn,Fei Tao,Beihang University,cn,2019,tcss
Yongping Zhang,Beihang University,cn,Ang Liu,University of New South Wales,au,2019,tcss
Wei Wang 0012,KAUST,sa,Hao Wang 0003,Norwegian University of Science and Technology,no,2019,tcss
Wei Wang 0012,KAUST,sa,Guangquan Xu,Tianjin University,cn,2019,tcss
Wei Wang 0012,KAUST,sa,Hong-Ning Dai,Macau University of Science and Technology,cn,2019,tcss
Wei Wang 0012,KAUST,sa,Yulei Wu,University of Exeter,uk,2019,tcss
Wei Wang 0012,KAUST,sa,Lichen Cheng,Beijing Jiaotong University,cn,2019,tcss
Wei Wang 0012,KAUST,sa,Jiqiang Liu,Beijing Jiaotong University,cn,2019,tcss
Wei Wang 0012,KAUST,sa,Zonghua Zhang,Institut Mines-Tlcom,fr,2019,tcss
Wei Wang 0012,KAUST,sa,Hao Wang 0003,Norwegian University of Science and Technology,no,2020,tcss
Wei Wang 0012,KAUST,sa,Xiangyu Wei,Beijing Jiaotong University,cn,2020,tcss
Wei Wang 0012,KAUST,sa,Yongzhong He,Beijing Jiaotong University,cn,2020,tcss
Wei Wang 0012,KAUST,sa,Guangquan Xu,Tianjin University,cn,2020,tcss
Weifeng Lv,Beihang University,cn,Dongxiao Yu,Shandong University,cn,2020,tcss
Weifeng Lv,Beihang University,cn,Jiguo Yu,Qilu University of Technology,cn,2020,tcss
Weifeng Lv,Beihang University,cn,Xiuzhen Cheng,Shandong University,cn,2020,tcss
Weifeng Lv,Beihang University,cn,Zhipeng Cai 0001,Georgia State University,us,2020,tcss
Yuping Zhang,Shanghai Normal University,cn,Bo Zhang 0004,Shanghai Normal University,cn,2021,tcss
Yuping Zhang,Shanghai Normal University,cn,Shuyi Lu,Shanghai Normal University,cn,2021,tcss
Yuping Zhang,Shanghai Normal University,cn,Meizi Li,Shanghai Normal University,cn,2021,tcss
Mark H. Chignell,University of Toronto,us,Somang Nam,University of Toronto,us,2020,tcss
Mark H. Chignell,University of Toronto,us,Deborah I. Fels,Ryerson University,ca,2020,tcss
Judith A. Effken,University of Arizona,us,Barbara B. Brewer,University of Arizona,us,2020,socnet
Judith A. Effken,University of Arizona,us,Marge M. Benham-Hutchins,Texas A&M University,us,2020,socnet
Judith A. Effken,University of Arizona,us,Jeffrey Reminga,Carnegie Mellon University,us,2020,socnet
Judith A. Effken,University of Arizona,us,Kathleen M. Carley,Carnegie Mellon University,us,2020,socnet
Barbara B. Brewer,University of Arizona,us,Jeffrey Reminga,Carnegie Mellon University,us,2020,socnet
Barbara B. Brewer,University of Arizona,us,Marge M. Benham-Hutchins,Texas A&M University,us,2020,socnet
Barbara B. Brewer,University of Arizona,us,Kathleen M. Carley,Carnegie Mellon University,us,2020,socnet
Barbara B. Brewer,University of Arizona,us,Judith A. Effken,University of Arizona,us,2020,socnet
Benjamin D. Horne,Rensselaer Polytechnic Institute,us,John O'Donovan,University of California - Santa Barbara,us,2019,tsc
Benjamin D. Horne,Rensselaer Polytechnic Institute,us,Jin-Hee Cho,Virginia Polytechnic Institute and State University,us,2019,tsc
Benjamin D. Horne,Rensselaer Polytechnic Institute,us,Sibel Adali,Rensselaer Polytechnic Institute,us,2019,tsc
James H. Fowler,University of California - San Diego,us,Holly B. Shakya,University of California - San Diego,us,2017,socnet
James H. Fowler,University of California - San Diego,us,Nicholas A. Christakis,Yale Institute for Network Science,us,2017,socnet
James H. Fowler,University of California - San Diego,us,Sangick Jeon,Stanford University,us,2008,socnet
James Moody,Duke University,us,jimi adams,University of Colorado,us,2007,socnet
James Moody,Duke University,us,Jeffrey A. Smith,University of Nebraska,us,2013,socnet
James Moody,Duke University,us,Mark E. Feinberg,Pennsylvania State University,us,2011,socnet
James Moody,Duke University,us,Scott D. Gest,Pennsylvania State University,us,2011,socnet
James Moody,Duke University,us,D. Wayne Osgood,Pennsylvania State University,us,2011,socnet
James Moody,Duke University,us,Wendy D. Brynildsen,Duke University,us,2011,socnet
James Moody,Duke University,us,Jonathan H. Morgan,Duke University,us,2017,socnet
James Moody,Duke University,us,Jeffrey A. Smith,University of Nebraska,us,2017,socnet
Salvador Ruiz-Correa,Potosino Institute of Scientific and Technology Research,mx,Darshan Santani,Idiap Research Institute,ch,2018,tsc
Salvador Ruiz-Correa,Potosino Institute of Scientific and Technology Research,mx,Daniel Gatica-Perez,EPFL,us,2018,tsc
Salvador Ruiz-Correa,Potosino Institute of Scientific and Technology Research,mx,Fatima Alba Rendon-Huerta,University of Guanajuato,mx,2019,tsc
Salvador Ruiz-Correa,Potosino Institute of Scientific and Technology Research,mx,Laurent Son Nguyen,Idiap Research Institute,ch,2019,tsc
Salvador Ruiz-Correa,Potosino Institute of Scientific and Technology Research,mx,Daniel Gatica-Perez,EPFL,us,2019,tsc
Salvador Ruiz-Correa,Potosino Institute of Scientific and Technology Research,mx,Beatriz Ramirez-Salazar,University of Guanajuato,mx,2019,tsc
Salvador Ruiz-Correa,Potosino Institute of Scientific and Technology Research,mx,Itzia Ruiz-Correa,University of Guanajuato,mx,2019,tsc
Yang Xing,Cranfield University,uk,Chen Lv,Cranfield University,uk,2018,tcss
Yang Xing,Cranfield University,uk,Xiaoxiang Na,University of Cambridge,us,2018,tcss
Yang Xing,Cranfield University,uk,Zhaozhong Zhang,Cranfield University,uk,2018,tcss
Yang Xing,Cranfield University,uk,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2018,tcss
Yang Xing,Cranfield University,uk,Huaji Wang,Cranfield University,uk,2018,tcss
Yang Xing,Cranfield University,uk,Dongpu Cao,University of Waterloo,us,2018,tcss
Yang Xing,Cranfield University,uk,Efstathios Velenis,Cranfield University,uk,2018,tcss
R. Karl Rethemeyer,University at Albany,us,David Melamed,Ohio State University,us,2014,socnet
R. Karl Rethemeyer,University at Albany,us,Ronald L. Breiger,University of Arizona,us,2014,socnet
R. Karl Rethemeyer,University at Albany,us,Victor Asal,University at Albany,us,2014,socnet
R. Karl Rethemeyer,University at Albany,us,Eric Schoon,University of Arizona,us,2014,socnet
Chaitanya Shivade,Amazon Inc.,us,Karthik Sheshadri,North Carolina State University,us,2021,tcss
Chaitanya Shivade,Amazon Inc.,us,Munindar P. Singh,North Carolina State University,us,2021,tcss
Dario Gregori,University of Torino,it,Silvia Snidero,University of Torino,it,2007,socnet
Dario Gregori,University of Torino,it,Roberto Corradetti,University of Torino,it,2007,socnet
Giuseppe De Nicolao,University of Pavia,it,Paolo Bolzern,Politecnico di Milano,it,2020,tcss
Giuseppe De Nicolao,University of Pavia,it,Patrizio Colaneri,Politecnico di Milano,it,2020,tcss
B. S. Manoj 0001,Indian Institute of Space Science and Technology,in,C. S. Shaijumon,Indian Institute of Space Science and Technology,in,2020,tcss
B. S. Manoj 0001,Indian Institute of Space Science and Technology,in,Sai Avinash Sattiraju,University of Texas at Austin,us,2020,tcss
B. S. Manoj 0001,Indian Institute of Space Science and Technology,in,Abhishek Chakraborty 0002,IIT Madras,in,2020,tcss
Marge M. Benham-Hutchins,Texas A&M University,us,Barbara B. Brewer,University of Arizona,us,2020,socnet
Marge M. Benham-Hutchins,Texas A&M University,us,Jeffrey Reminga,Carnegie Mellon University,us,2020,socnet
Marge M. Benham-Hutchins,Texas A&M University,us,Kathleen M. Carley,Carnegie Mellon University,us,2020,socnet
Marge M. Benham-Hutchins,Texas A&M University,us,Judith A. Effken,University of Arizona,us,2020,socnet
Patricia B. Cerrito,University of Louisville,us,Inessa Levi,University of Louisville,us,2003,socnet
Patricia B. Cerrito,University of Louisville,us,George R. Barnes,University of Louisville,us,2003,socnet
John A. Schneider,University of Chicago,us,Dennis Li,The University of Texas Health Science Center at Houston,us,2018,socnet
John A. Schneider,University of Chicago,us,Ming Cao 0005,The University of Texas Health Science Center at Houston,us,2018,socnet
John A. Schneider,University of Chicago,us,Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,2018,socnet
John A. Schneider,University of Chicago,us,N. Lancki,University of Chicago,us,2017,socnet
John A. Schneider,University of Chicago,us,Phillip Schumm,University of Chicago,us,2017,socnet
John A. Schneider,University of Chicago,us,Phillip Schumm,University of Chicago,us,2020,socnet
John A. Schneider,University of Chicago,us,Aditya S. Khanna,University of Chicago,us,2020,socnet
John A. Schneider,University of Chicago,us,Arthi Ramachandran,University of Chicago,us,2020,socnet
John A. Schneider,University of Chicago,us,Lindsay E. Young,University of Chicago,us,2020,socnet
Roland Holten,Goethe University Frankfurt,de,Arvid Alexander Eichner,Goethe University Frankfurt,de,2020,tsc
Roland Holten,Goethe University Frankfurt,de,Daniel Franzmann,Goethe University Frankfurt,de,2020,tsc
Mario G. C. A. Cimino,University of Pisa,it,Antonio Luca Alfeo,University of Pisa,it,2019,tcss
Mario G. C. A. Cimino,University of Pisa,it,Alex 'Sandy' Pentland,Massachusetts Institute of Technology,us,2019,tcss
Mario G. C. A. Cimino,University of Pisa,it,Gigliola Vaglini,University of Pisa,it,2019,tcss
Gigliola Vaglini,University of Pisa,it,Mario G. C. A. Cimino,University of Pisa,it,2019,tcss
Gigliola Vaglini,University of Pisa,it,Antonio Luca Alfeo,University of Pisa,it,2019,tcss
Gigliola Vaglini,University of Pisa,it,Alex 'Sandy' Pentland,Massachusetts Institute of Technology,us,2019,tcss
Edoardo Serra,Boise State University,us,Anshul Sawant,Google,us,2020,tcss
Edoardo Serra,Boise State University,us,Yanhai Xiong,Dartmouth College,us,2020,tcss
Edoardo Serra,Boise State University,us,Sarit Kraus,Bar-Ilan University,il,2020,tcss
Edoardo Serra,Boise State University,us,V. S. Subrahmanian,University of Maryland - College Park,us,2020,tcss
Edoardo Serra,Boise State University,us,Mohammad Taghi Hajiaghayi,University of Maryland - College Park,us,2020,tcss
Edoardo Serra,Boise State University,us,Haipeng Chen 0001,Dartmouth College,us,2020,tcss
Edoardo Serra,Boise State University,us,V. S. Subrahmanian,University of Maryland - College Park,us,2014,tcss
Mo M. Jamshidi,University of Texas at San Antonio,us,Kim-Kwang Raymond Choo,University of Texas at San Antonio,us,2020,tcss
Mo M. Jamshidi,University of Texas at San Antonio,us,Berat A. Erol,University of Texas at San Antonio,us,2020,tcss
Mo M. Jamshidi,University of Texas at San Antonio,us,Patrick Benavidez,University of Texas at San Antonio,us,2020,tcss
Mo M. Jamshidi,University of Texas at San Antonio,us,Paul Rad,University of Texas at San Antonio,us,2020,tcss
Mo M. Jamshidi,University of Texas at San Antonio,us,Abhijit Majumdar,University of Texas at San Antonio,us,2020,tcss
Chau Yuen,Singapore University of Technology and Design,sg,Kristin L. Wood,Singapore University of Technology and Design,sg,2018,tcss
Chau Yuen,Singapore University of Technology and Design,sg,Tapan Kumar Saha,University of Queensland,us,2018,tcss
Chau Yuen,Singapore University of Technology and Design,sg,David B. Smith 0001,CSIRO,au,2018,tcss
Chau Yuen,Singapore University of Technology and Design,sg,Wayes Tushar,University of Queensland,us,2018,tcss
Chau Yuen,Singapore University of Technology and Design,sg,Wen-Tai Li,Singapore University of Technology and Design,sg,2018,tcss
Chau Yuen,Singapore University of Technology and Design,sg,Sanjana Kadaba Viswanath,Singapore University of Technology and Design,sg,2019,tcss
Chau Yuen,Singapore University of Technology and Design,sg,Billy Pik Lik Lau,Singapore University of Technology and Design,sg,2019,tcss
Chau Yuen,Singapore University of Technology and Design,sg,Belinda Yuen,Singapore University of Technology and Design,sg,2019,tcss
Chau Yuen,Singapore University of Technology and Design,sg,Jianxi Luo,Singapore University of Technology and Design,sg,2019,tcss
Chau Yuen,Singapore University of Technology and Design,sg,Marakkalage Sumudu Hasala,Singapore University of Technology and Design,sg,2019,tcss
Chau Yuen,Singapore University of Technology and Design,sg,Richi Nayak,Queensland University of Technology,au,2019,tcss
Chau Yuen,Singapore University of Technology and Design,sg,Serhad Sarica,Singapore University of Technology and Design,sg,2019,tcss
Chau Yuen,Singapore University of Technology and Design,sg,Balasubramaniam Thirunavukarasu,Queensland University of Technology,au,2019,tcss
Yap-Peng Tan,Nanyang Technological University,sg,Pratik Chattopadhyay,IIT (BHU) Varanasi,in,2018,tcss
Yap-Peng Tan,Nanyang Technological University,sg,Lipo Wang,Nanyang Technological University,sg,2018,tcss
Hong Mo,Changsha University of Science and Technology,cn,Kefu Yan,Changsha University of Science and Technology,cn,2019,tcss
Hong Mo,Changsha University of Science and Technology,cn,Xiao Wang 0002,Chinese Academy of Sciences,cn,2019,tcss
Hong Mo,Changsha University of Science and Technology,cn,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2019,tcss
Hong Mo,Changsha University of Science and Technology,cn,Xuanming Zhao,Changsha University of Science and Technology,cn,2019,tcss
Hong Mo,Changsha University of Science and Technology,cn,Yaqiong Zeng,Changsha University of Science and Technology,cn,2019,tcss
Zhi Tian,George Mason University,us,Yingshu Li,Georgia State University,us,2019,tcss
Zhi Tian,George Mason University,us,Xiuzhen Cheng,Shandong University,cn,2019,tcss
Zhi Tian,George Mason University,us,Madhuri Siddula,Georgia State University,us,2019,tcss
Zhi Tian,George Mason University,us,Zhipeng Cai 0001,Georgia State University,us,2019,tcss
Ruiyun Yu,Northeastern University,us,Xingyou Xia,Northeastern University,us,2019,tcss
Mingliang Xu,Zhengzhou University,cn,Cheng Long,Nanyang Technological University,sg,2020,tcss
Mingliang Xu,Zhengzhou University,cn,Qi-dong Liu,Nanyang Technological University,sg,2020,tcss
Mingliang Xu,Zhengzhou University,cn,Zhujin Zhang,Zhengzhou University,cn,2019,tcss
Mingliang Xu,Zhengzhou University,cn,Pei Lv,Zhengzhou University,cn,2019,tcss
Mingliang Xu,Zhengzhou University,cn,Chaochao Li,Zhengzhou University,cn,2019,tcss
Mingliang Xu,Zhengzhou University,cn,Yibo Guo,Zhengzhou University,cn,2019,tcss
Nuria Oliver,Telefónica Research,es,Erez Shmueli,Tel-Aviv University,il,2014,tcss
Nuria Oliver,Telefónica Research,es,Oren Lederman,Massachusetts Institute of Technology,us,2014,tcss
Nuria Oliver,Telefónica Research,es,Guy Zyskind,Massachusetts Institute of Technology,us,2014,tcss
Nuria Oliver,Telefónica Research,es,Alex Pentland,Massachusetts Institute of Technology,us,2014,tcss
Yuehu Liu,Xi'an Jiaotong University,cn,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2019,tcss
Yuehu Liu,Xi'an Jiaotong University,cn,Nan-Ning Zheng 0001,Xi'an Jiaotong University,cn,2019,tcss
Yuehu Liu,Xi'an Jiaotong University,cn,Li Li 0013,Tsinghua University,cn,2019,tcss
Arye Nehorai,Washington University in St. Louis,us,Alex Cassidy,Washington University in St. Louis,us,2018,tcss
Arye Nehorai,Washington University in St. Louis,us,Eric Cawi,Washington University in St. Louis,us,2018,tcss
Qiguang Miao,Xidian University,cn,Haifeng Du,Xi'an Jiaotong University,cn,2016,socnet
Qiguang Miao,Xidian University,cn,Maoguo Gong,Xidian University,cn,2016,socnet
Qiguang Miao,Xidian University,cn,Lijia Ma,Xidian University,cn,2016,socnet
Qiguang Miao,Xidian University,cn,Wei Du 0004,Xi'an Jiaotong University,cn,2016,socnet
Qiguang Miao,Xidian University,cn,Shanfeng Wang,Xidian University,cn,2016,socnet
Xiaolong Zhu,Florida International University,us,Tao Li 0001,Florida International University,us,2019,tcss
Xiaolong Zhu,Florida International University,us,Ramesh Baral,Florida International University,us,2019,tcss
