"author","author_affiliation","author_country","coauthor","coauthor_affiliation","coauthor_country","year","area"
Viktor K. Prasanna,University of Southern California,us,Charalampos Chelmis,University of Southern California,us,2016,snam
Luisa Gargano,University of Salerno,us,Gennaro Cordasco,University of Naples,it,2016,snam
Luisa Gargano,University of Salerno,us,Adele A. Rescigno,University of Salerno,us,2016,snam
Adele A. Rescigno,University of Salerno,us,Gennaro Cordasco,University of Naples,it,2016,snam
Adele A. Rescigno,University of Salerno,us,Luisa Gargano,University of Salerno,us,2016,snam
Eunice E. Santos,Illinois Institute of Technology,us,John Korah,Illinois Institute of Technology,us,2018,tcss
Eunice E. Santos,Illinois Institute of Technology,us,Jacob Russell,Dartmouth College,us,2018,tcss
Eunice E. Santos,Illinois Institute of Technology,us,Jeremy E. Thompson,Dartmouth College,us,2018,tcss
Eunice E. Santos,Illinois Institute of Technology,us,Eugene Santos,Dartmouth College,us,2018,tcss
Eunice E. Santos,Illinois Institute of Technology,us,Yan Zhao 0005,Dartmouth College,us,2018,tcss
Eunice E. Santos,Illinois Institute of Technology,us,Vairavan Murugappan,Illinois Institute of Technology,us,2018,tcss
Abdol-Hossein Esfahanian,Michigan State University,us,Dennis Ross,Michigan State University,us,2016,snam
Abdol-Hossein Esfahanian,Michigan State University,us,Rana Forsati,Michigan State University,us,2016,snam
Abdol-Hossein Esfahanian,Michigan State University,us,Hayder Radha,Michigan State University,us,2016,snam
Abdol-Hossein Esfahanian,Michigan State University,us,Iman Barjasteh,Michigan State University,us,2016,snam
Zhenlong Li,Coastal Carolina University,us,Biraj Dahal,Clemson University,us,2019,snam
Zhenlong Li,Coastal Carolina University,us,Sathish A. P. Kumar,Clemson University,us,2019,snam
Dorothea Wagner,Karlsruhe Institute of Technology,de,Michael Hamann,Karlsruhe Institute of Technology,de,2016,snam
Dorothea Wagner,Karlsruhe Institute of Technology,de,Gerd Lindner,Karlsruhe Institute of Technology,de,2016,snam
Dorothea Wagner,Karlsruhe Institute of Technology,de,Henning Meyerhenke,Karlsruhe Institute of Technology,de,2016,snam
Dorothea Wagner,Karlsruhe Institute of Technology,de,Christian L. Staudt,Karlsruhe Institute of Technology,de,2016,snam
Florence Sèdes,Toulouse IT Research Institute,fr,André Péninou,University of Toulouse,fr,2013,snam
Florence Sèdes,Toulouse IT Research Institute,fr,C. Marie-Françoise Canut,University of Toulouse,fr,2013,snam
Florence Sèdes,Toulouse IT Research Institute,fr,Dieudonné Tchuente,University of Toulouse,fr,2013,snam
Florence Sèdes,Toulouse IT Research Institute,fr,Nadine Jessel,University of Toulouse,fr,2013,snam
Florence Sèdes,Toulouse IT Research Institute,fr,Rose Lema,Autonomous University Metropolitana Cuajimalpa,mx,2015,snam
Florence Sèdes,Toulouse IT Research Institute,fr,Rocío Abascal-Mena,Autonomous University Metropolitana Cuajimalpa,mx,2015,snam
Erik Saule,Ohio State University,us,Onur Küçüktunç,Ohio State University,us,2013,snam
Erik Saule,Ohio State University,us,Kamer Kaya,Ohio State University,us,2013,snam
Erik Saule,Ohio State University,us,Ümit V. Çatalyürek,Ohio State University,us,2013,snam
Pete Burnap,Cardiff University,uk,Wafa Alorainy,Cardiff University,uk,2019,tcss
Pete Burnap,Cardiff University,uk,Han Liu 0002,Cardiff University,uk,2019,tcss
Pete Burnap,Cardiff University,uk,Matthew L. Williams,Cardiff University,uk,2019,tcss
Lotfi Ben Romdhane,High Institute of Computer Science and Commmunication Techniques,tn,Delel Rhouma,Institute of Computer Science,gr,2019,snam
Lotfi Ben Romdhane,High Institute of Computer Science and Commmunication Techniques,tn,Mehdi Azaouzi,Institute of Computer Science,gr,2019,snam
Fernando Ferri,Institute of Research on Population and Social Policies,it,Patrizia Grifoni,Institute of Research on Population and Social Policies,it,2012,snam
Fernando Ferri,Institute of Research on Population and Social Policies,it,Tiziana Guzzo,Institute of Research on Population and Social Policies,it,2012,snam
Patrizia Grifoni,Institute of Research on Population and Social Policies,it,Fernando Ferri,Institute of Research on Population and Social Policies,it,2012,snam
Patrizia Grifoni,Institute of Research on Population and Social Policies,it,Tiziana Guzzo,Institute of Research on Population and Social Policies,it,2012,snam
Francky Trichet,CNRS,fr,Christophe Thovex,CNRS,fr,2013,snam
Kim-Kwang Raymond Choo,University of Texas at San Antonio,us,Paul Rad,University of Texas at San Antonio,us,2020,tcss
Kim-Kwang Raymond Choo,University of Texas at San Antonio,us,Patrick Benavidez,University of Texas at San Antonio,us,2020,tcss
Kim-Kwang Raymond Choo,University of Texas at San Antonio,us,Berat A. Erol,University of Texas at San Antonio,us,2020,tcss
Kim-Kwang Raymond Choo,University of Texas at San Antonio,us,Abhijit Majumdar,University of Texas at San Antonio,us,2020,tcss
Kim-Kwang Raymond Choo,University of Texas at San Antonio,us,Mo M. Jamshidi,University of Texas at San Antonio,us,2020,tcss
Qun Jin,Waseda University,jp,Min Gu,Nanjing University,cn,2020,tcss
Qun Jin,Waseda University,jp,Yufeng Wang 0001,Nanjing University,cn,2020,tcss
Weishan Zhang,China University of Petroleum,cn,Yonglin Tian,Chinese Academy of Sciences,cn,2021,tcss
Weishan Zhang,China University of Petroleum,cn,Bin Hu 0001,Lanzhou University,cn,2021,tcss
Weishan Zhang,China University of Petroleum,cn,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2021,tcss
Chunming Rong,University of Stavanger,no,Jun Jason Zhang,Wuhan University,cn,2018,tcss
Chunming Rong,University of Stavanger,no,Yong Yuan,Renmin University of China,cn,2018,tcss
Chunming Rong,University of Stavanger,no,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2018,tcss
Pawel Sniatala,Poznan University of Technology,pl,Tao Li 0001,Florida International University,us,2019,tcss
Pawel Sniatala,Poznan University of Technology,pl,S. Sitharama Iyengar,Florida International University,us,2019,tcss
Pawel Sniatala,Poznan University of Technology,pl,Xiaolong Zhu,Florida International University,us,2019,tcss
Pawel Sniatala,Poznan University of Technology,pl,Ramesh Baral,Florida International University,us,2019,tcss
Ala Mahdavi,Sharif University of Technology,ir,Amir Hossein Rasekh,Islamic Azad University,ir,2013,snam
Ala Mahdavi,Sharif University of Technology,ir,Zeinab Liaghat,Pompeu Fabra University,es,2013,snam
Thomas Lux,University of Kiel,de,Karl Finger,University of Kiel,de,2017,socnet
Ruth F. Hunter,Queen's University,ca,Frank Kee,Queen's University,ca,2021,socnet
Ruth F. Hunter,Queen's University,ca,Jennifer M. Badham,Queen's University,ca,2021,socnet
Frank Kee,Queen's University,ca,Jennifer M. Badham,Queen's University,ca,2021,socnet
Frank Kee,Queen's University,ca,Ruth F. Hunter,Queen's University,ca,2021,socnet
Hamed Haddadi,University of London,uk,Juan Antonio Navarro Pérez,Technical University of Munich,de,2012,snam
Hamed Haddadi,University of London,uk,Meeyoung Cha,KAIST,kr,2012,snam
Robin Cohen,University of Waterloo,us,Jie Zhang 0002,Nanyang Technological University,sg,2018,tcss
Robin Cohen,University of Waterloo,us,Noel Sardana,University of Waterloo,us,2018,tcss
Robin Cohen,University of Waterloo,us,Shuo Chen 0006,Nanyang Technological University,sg,2018,tcss
Justin M. Wozniak,Argonne National Laboratory,us,Nicholson T. Collier,Argonne National Laboratory,us,2018,tcss
Justin M. Wozniak,Argonne National Laboratory,us,Jonathan Ozik,Argonne National Laboratory,us,2018,tcss
Justin M. Wozniak,Argonne National Laboratory,us,Charles M. Macal,Argonne National Laboratory,us,2018,tcss
Justin M. Wozniak,Argonne National Laboratory,us,Gary An,University of Chicago,us,2018,tcss
David H. Rogers,Cardiff University,uk,Martin Innes,Cardiff University,uk,2018,tcss
David H. Rogers,Cardiff University,uk,Irena Spasic,Cardiff University,uk,2018,tcss
David H. Rogers,Cardiff University,uk,Colin Roberts,Cardiff University,uk,2018,tcss
David H. Rogers,Cardiff University,uk,Kieran Evans,Cardiff University,uk,2018,tcss
David H. Rogers,Cardiff University,uk,Alun D. Preece,Cardiff University,uk,2018,tcss
David H. Rogers,Cardiff University,uk,William M. Webberley,Cardiff University,uk,2018,tcss
Jeremy Cohen,Imperial College London,us,Poonam Yadav,University of Cambridge,us,2018,tcss
Jeremy Cohen,Imperial College London,us,François Grey,University of Geneva,ch,2018,tcss
Jeremy Cohen,Imperial College London,us,Ioannis Charalampidis,CERN,ch,2018,tcss
Jeremy Cohen,Imperial College London,us,John Darlington,Imperial College London,us,2018,tcss
Juan Antonio Navarro Pérez,Technical University of Munich,de,Meeyoung Cha,KAIST,kr,2012,snam
Juan Antonio Navarro Pérez,Technical University of Munich,de,Hamed Haddadi,University of London,uk,2012,snam
Tianlong Gu,Guilin University of Electronic Technology,cn,Wei Chen 0001,Zhejiang University,cn,2018,tcss
Tianlong Gu,Guilin University of Electronic Technology,cn,Ross Maciejewski,Arizona State University,us,2018,tcss
Tianlong Gu,Guilin University of Electronic Technology,cn,Liang Chang 0003,Guilin University of Electronic Technology,cn,2018,tcss
Tianlong Gu,Guilin University of Electronic Technology,cn,Zhaosong Huang,Zhejiang University,cn,2018,tcss
Chunhua Gu,Shanghai University,cn,Kaoru Ota,Muroran Institute of Technology,jp,2015,tcss
Chunhua Gu,Shanghai University,cn,He Li 0001,Muroran Institute of Technology,jp,2015,tcss
Chunhua Gu,Shanghai University,cn,Zhou Su,Shanghai University,cn,2015,tcss
Chunhua Gu,Shanghai University,cn,Jingsheng Lei,Shanghai University,cn,2015,tcss
Chunhua Gu,Shanghai University,cn,Mi Wen,Shanghai University,cn,2015,tcss
Ling Yin,Chinese Academy of Sciences,cn,Zhiming Jiang,Chinese Academy of Sciences,cn,2021,tcss
Ling Yin,Chinese Academy of Sciences,cn,Ye Li 0002,Chinese Academy of Sciences,cn,2021,tcss
Ling Yin,Chinese Academy of Sciences,cn,Chaojie Ji,Chinese Academy of Sciences,cn,2021,tcss
Guoqiang Li 0001,Shanghai Jiao Tong University,cn,Lifei Lu,Shanghai Jiao Tong University,cn,2018,tcss
Guoqiang Li 0001,Shanghai Jiao Tong University,cn,Hongming Cai,Shanghai Jiao Tong University,cn,2018,tcss
Guoqiang Li 0001,Shanghai Jiao Tong University,cn,Lida Xu,Old Dominion University,us,2018,tcss
Guoqiang Li 0001,Shanghai Jiao Tong University,cn,Boyi Xu,Shanghai Jiao Tong University,cn,2018,tcss
Honghao Gao,Shanghai University,cn,Yuyu Yin,Hangzhou Dianzi University,cn,2019,tcss
Honghao Gao,Shanghai University,cn,Meng Xi,Zhejiang University,cn,2019,tcss
Guangquan Xu,Tianjin University,cn,Lichen Cheng,Beijing Jiaotong University,cn,2019,tcss
Guangquan Xu,Tianjin University,cn,Hao Wang 0003,Norwegian University of Science and Technology,no,2019,tcss
Guangquan Xu,Tianjin University,cn,Wei Wang 0012,KAUST,sa,2019,tcss
Guangquan Xu,Tianjin University,cn,Jiqiang Liu,Beijing Jiaotong University,cn,2019,tcss
Guangquan Xu,Tianjin University,cn,Zonghua Zhang,Institut Mines-Tlcom,fr,2019,tcss
Guangquan Xu,Tianjin University,cn,Hong-Ning Dai,Macau University of Science and Technology,cn,2019,tcss
Guangquan Xu,Tianjin University,cn,Yulei Wu,University of Exeter,uk,2019,tcss
Guangquan Xu,Tianjin University,cn,Yongzhong He,Beijing Jiaotong University,cn,2020,tcss
Guangquan Xu,Tianjin University,cn,Hao Wang 0003,Norwegian University of Science and Technology,no,2020,tcss
Guangquan Xu,Tianjin University,cn,Wei Wang 0012,KAUST,sa,2020,tcss
Guangquan Xu,Tianjin University,cn,Xiangyu Wei,Beijing Jiaotong University,cn,2020,tcss
Charalampos Chelmis,University of Southern California,us,Viktor K. Prasanna,University of Southern California,us,2015,snam
Charalampos Chelmis,University of Southern California,us,Ajitesh Srivastava,University of Southern California,us,2015,snam
Charalampos Chelmis,University of Southern California,us,Viktor K. Prasanna,University of Southern California,us,2013,snam
Charalampos Chelmis,University of Southern California,us,Viktor K. Prasanna,University of Southern California,us,2016,snam
Charalampos Chelmis,University of Southern California,us,Ajitesh Srivastava,University of Southern California,us,2016,snam
Hamid R. Rabiee,Sharif University of Technology,ir,Ali Nazemian,TU Wien,at,2018,snam
Hamid R. Rabiee,Sharif University of Technology,ir,Hamidreza Mahyar,Sharif University of Technology,ir,2018,snam
Hamid R. Rabiee,Sharif University of Technology,ir,Elaheh Ghalebi,ETH Zurich,us,2018,snam
Hamid R. Rabiee,Sharif University of Technology,ir,Ali Movaghar 0001,TU Wien,at,2018,snam
Hamid R. Rabiee,Sharif University of Technology,ir,Radu Grosu,Sharif University of Technology,ir,2018,snam
Hamid R. Rabiee,Sharif University of Technology,ir,Rouzbeh Hasheminezhad,TU Wien,at,2018,snam
Jose Cadena,Virginia Tech,us,Achla Marathe,Virginia Tech,us,2016,snam
Jose Cadena,Virginia Tech,us,Chris J. Kuhlman,University of Virginia,us,2016,snam
Jose Cadena,Virginia Tech,us,Gizem Korkmaz,University of Virginia,us,2016,snam
Jose Cadena,Virginia Tech,us,Naren Ramakrishnan,University of Virginia,us,2016,snam
Jose Cadena,Virginia Tech,us,Anil Vullikanti,Virginia Tech,us,2016,snam
Vikram Krishnamurthy,University of British Columbia,us,H. Vincent Poor,Princeton University,us,2014,tcss
Vikram Krishnamurthy,University of British Columbia,us,William Hoiles,University of British Columbia,us,2014,tcss
Florian Maire,University College Dublin,ie,Nial Friel,University College Dublin,ie,2017,socnet
Florian Maire,University College Dublin,ie,Lampros Bouranis,University College Dublin,ie,2017,socnet
Mark Hasegawa-Johnson,University of Illinois at Urbana-Champaign,us,Marshall Scott Poole,University of Illinois at Urbana-Champaign,us,2012,socnet
Mark Hasegawa-Johnson,University of Illinois at Urbana-Champaign,us,Feniosky Peña-Mora,Columbia University,us,2012,socnet
Mark Hasegawa-Johnson,University of Illinois at Urbana-Champaign,us,Noshir S. Contractor,Western University,ca,2012,socnet
John Bryden,Royal Holloway University of London,uk,Vincent A. A. Jansen,Royal Holloway University of London,uk,2015,socnet
John Bryden,Royal Holloway University of London,uk,Nadine Tamburrini,Royal Holloway University of London,uk,2015,socnet
John Bryden,Royal Holloway University of London,uk,Marco Cinnirella,Royal Holloway University of London,uk,2015,socnet
Iain S. Weaver,University of Exeter,uk,Iulia Cioroianu,University of Exeter,uk,2018,socnet
Iain S. Weaver,University of Exeter,uk,Susan Banducci,University of Exeter,uk,2018,socnet
Iain S. Weaver,University of Exeter,uk,Hywel T. P. Williams,University of Exeter,uk,2018,socnet
Iain S. Weaver,University of Exeter,uk,Travis Coan,University of Exeter,uk,2018,socnet
Bijan Ranjbar Sahraei,Maastricht University,nl,Karl Tuyls,University of Liverpool,uk,2016,snam
Bijan Ranjbar Sahraei,Maastricht University,nl,Gerhard Weiss,Maastricht University,nl,2016,snam
Bijan Ranjbar Sahraei,Maastricht University,nl,Haitham Bou-Ammar,Princeton University,us,2016,snam
Gerhard Weiss,Maastricht University,nl,Karl Tuyls,University of Liverpool,uk,2016,snam
Gerhard Weiss,Maastricht University,nl,Bijan Ranjbar Sahraei,Maastricht University,nl,2016,snam
Gerhard Weiss,Maastricht University,nl,Haitham Bou-Ammar,Princeton University,us,2016,snam
Hywel T. P. Williams,University of Exeter,uk,Iain S. Weaver,University of Exeter,uk,2018,socnet
Hywel T. P. Williams,University of Exeter,uk,Iulia Cioroianu,University of Exeter,uk,2018,socnet
Hywel T. P. Williams,University of Exeter,uk,Susan Banducci,University of Exeter,uk,2018,socnet
Hywel T. P. Williams,University of Exeter,uk,Travis Coan,University of Exeter,uk,2018,socnet
Yoshi Fujiwara,University of Hyogo,jp,Hiroyasu Inoue,University of Hyogo,jp,2019,socnet
Yoshi Fujiwara,University of Hyogo,jp,Abhijit Chakraborty,University of Hyogo,jp,2019,socnet
Yoshi Fujiwara,University of Hyogo,jp,Yoshiyuki Arata,Research Institute of Economy,jp,2019,socnet
Yoshi Fujiwara,University of Hyogo,jp,Hazem Krichene,University of Hyogo,jp,2019,socnet
Yoshi Fujiwara,University of Hyogo,jp,Masaaki Terai,RIKEN Advanced Institute for Computational Science,jp,2019,socnet
Masoud Asadpour,University of Tehran,ir,Mohammad Javad Yazdanpanah,University of Tehran,ir,2021,tcss
Masoud Asadpour,University of Tehran,ir,Ehsan Ghezelbash,University of Tehran,ir,2021,tcss
Masoud Asadpour,University of Tehran,ir,Abolfazl Yaghmaei,University of Tehran,ir,2021,tcss
Masoud Asadpour,University of Tehran,ir,Ali Vardasbi,University of Tehran,ir,2019,snam
Masoud Asadpour,University of Tehran,ir,Heshaam Faili,University of Tehran,ir,2019,snam
Fucai Zhou,Northeastern University,us,Jun Wu 0001,Shanghai Jiao Tong University,cn,2020,tcss
Fucai Zhou,Northeastern University,us,Jian Xu 0004,Northeastern University,us,2020,tcss
Fucai Zhou,Northeastern University,us,Andi Wang,Northeastern University,us,2020,tcss
Fucai Zhou,Northeastern University,us,Ruijin Wang,UESTC,cn,2020,tcss
