Pierre Mongeau,"Département de communication sociale et publique, Université du Québec à Montréal, University of Quebec in Montreal, Case Postale 8888, succ. Centre-Ville, Montréal, Québec, H3C 3P8, Canada"
Scott W. Duxbury,"The Ohio State University, USA"
Dana L. Haynie,"The Ohio State University, USA"
David Kretschmer,"Chair of General Sociology, University of Mannheim, Germany"
Lars Leszczensky,"Chair of General Sociology, University of Mannheim, Germany"
Sebastian Pink,"Chair of General Sociology, University of Mannheim, Germany"
Philippe Ramirez,"Centre d’ Etudes Himalayennes, CNRS, F—94800 Villejuif, France"
Stéphane Legendre,"Institut de Biologie de l’Ecole Normale Supérieure (IBENS), CNRS, INSERM, Ecole Normale Supérieure, PSL Research University, F—75005 Paris, France"
Itaru Ishiguro,"Department of Psychology, Faculty of Integrated Arts and Social Science, Japan Women’s University, 1-1-1, Nishi-ikuta, Tama-ku, Kawasaki, Kanagawa, Zip 2148565, Japan"
Marco T. Bastos,"City, University of London, Department of Sociology, Northampton Square, London EC1 V0HB, UK"
Carlo Piccardi,"Politecnico di Milano, Department of Electronics, Information and Bioengineering, Piazza Leonardo da Vinci, 32, I-20133 Milano, Italy"
Michael Levy,"University of California - Davis, Department of Environmental Science and Policy, One Shields Ave, Davis, CA 95616, USA"
Neil McRoberts,"University of California - Davis, Plant Pathology Department, One Shields Ave, Davis, CA 95616, USA"
Mark Lubell,"University of California - Davis, Department of Environmental Science and Policy, One Shields Ave, Davis, CA 95616, USA"
Basak Bilecen,"Bielefeld University, Faculty of Sociology, P.O. Box 100131, 33501 Bielefeld, Germany"
Markus Gamper,"University of Cologne, Institute for Comparative Educational and Social Sciences, Gronewaldstraße 2, 50931 Köln, Germany"
Miranda J. Lubbers,"Autonomous University of Barcelona, Department of Social and Cultural Anthropology, Building B, Faculty of Arts, Office B9-229, 08193, Bellaterra (Cerdanyola del Vallès), Barcelona, Spain"
Valentin Danchev,"Oxford Department of International Development, University of Oxford, 3 Mansfield Rd, Oxford OX1 3TB, UK"
Mason A. Porter,"Department of Mathematics, University of California - Los Angeles, CA 90095, USA"
Michael Windzio,"University of Bremen, SOCIUM – Research Center on Inequality and Social Policy, Bremen, P.O. Box 330440, D-28334, Germany"
Marieke Wissink,"Maastricht University, Faculty of Arts and Social Sciences, P.O. Box 616, 6200 MD Maastricht, The Netherlands"
Valentina Mazzucato,"Maastricht University, Faculty of Arts and Social Sciences, P.O. Box 616, 6200 MD Maastricht, The Netherlands"
Pamela A. Popielarz,"Department of Sociology (m/c 312), 1007 W. Harrison St., University of Illinois at Chicago, Chicago, IL 60607, USA"
Tünde Cserpes,"Department of Sociology (m/c 312), 1007 W. Harrison St., University of Illinois at Chicago, Chicago, IL 60607, USA"
Ashton M. Verdery,"Department of Sociology and Criminology, The Pennsylvania State University, United States"
Ted Mouw,"Department of Sociology, The University of North Carolina at Chapel Hill, United States"
Heather Edelblute,"Department of Sociology, University of Texas at San Antonio, United States"
Sergio Chavez,"Department of Sociology, Rice University, United States"
Raffaele Vacca,"University of Florida, United States"
Giacomo Solano,"Eindhoven University of Technology, The Netherlands"
Miranda Jessica Lubbers,"Autonomous University of Barcelona, Spain"
José Luis Molina,"Autonomous University of Barcelona, Spain"
Christopher McCarty,"University of Florida, United States"
Basak Bilecen,"Bielefeld University, Faculty of Sociology, Universitätsstr. 25, 33615 Bielefeld, Germany"
Andrés Cardona,"Bielefeld University, Faculty of Sociology, Universitätsstr. 25, 33615 Bielefeld, Germany"
Sara Bojarczuk,"Department of Sociology, Trinity College Dublin, Ireland"
Peter Mühlau,"Department of Sociology, Trinity College Dublin, Ireland"
Romina Cachia,"Universidad de Sevilla, Sevilla University, Sevilla University, Departamento de Psicología Social, Laboratorio de Redes Personales y Comunidades, Sevilla, Spain"
Isidro Maya Jariego,"Universidad de Sevilla, Sevilla University, Sevilla University, Departamento de Psicología Social, Laboratorio de Redes Personales y Comunidades, Sevilla, Spain"
Olga Kornienko,"Department of Psychology, Arizona State University, United States"
Victor Agadjanian,"Department of Sociology, University of Kansas, United States"
Cecilia Menjívar,"Department of Sociology, University of Kansas, United States"
Natalia Zotova,"Department of Anthropology, Ohio State University, United States"
Elena Sommer,"Bremen International Graduate School of Social Sciences (BIGSSS), Germany"
Markus Gamper,"Faculty of Arts and Humanities, University of Cologne, Germany"
Louise Ryan,"Dept of Sociological Studies, Elmfield, University of Sheffield, Sheffield, ST10 2TU, United Kingdom"
Alessio D'Angelo,"Social Policy Research Centre, Middlesex University, Hendon Campus, London, NW4 4BT, United Kingdom"
Claire Bidart,"Aix Marseille Univ, CNRS, LEST, UMR 7317, 35 Avenue Jules Ferry, 13626 Aix en Provence, France"
Alain Degenne,"CNRS, 2 rue des Fusillés, 37000 Tours, France"
Michel Grossetti,"CNRS, EHESS, Université de Toulouse UT2J, LISST-Cers, UMR 5193, 5 allées A. Machado, 31058 Toulouse Cedex 09, France"
Ronald S. Burt,"University of Chicago Booth School of Business, Chicago, IL 60637, United States"
Yanjie Bian,"Department of Sociology, Xi’an Jiaotong University, Xi’an, China"
Sonja Opper,"Department of Economics, Lund University, Lund, Sweden"
Terrence D. Jorgensen,"Department of Child Education and Development, University of Amsterdam, Postbus 15776, 1001NG Amsterdam, the Netherlands"
K. Jean Forney,"Florida State University, 1107 W Call St, Tallahassee, FL 32306, USA"
Jeffrey A. Hall,"University of Kansas, Bailey Hall, 1440 Jayhawk Blvd. Rm 102, Lawrence, KS 66045, USA"
Steven M. Giles,"Wake Forest University, 1834 Wake Forest Road, 125 Carswell Hall, Winston-Salem, NC 27109, USA"
Sara Ahajjam,"Laboratory of Information and Communication Technologies, National School of Applied Sciences, ENSA, Tangier, Morocco"
Mohamed El Haddad,"Laboratory of Information and Communication Technologies, National School of Applied Sciences, ENSA, Tangier, Morocco"
Hassan Badir,"Laboratory of Information and Communication Technologies, National School of Applied Sciences, ENSA, Tangier, Morocco"
David Schoch,"ETH Zürich, ETH Zurich Department of Humanities, Social and Political Sciences Chair of Social Networks Weinbergstraße 109 8006 Zürich, Switzerland"
Federico Bianchi,"Department of Economics and Management, University of Brescia, Via San Faustino, 74/B, 25122 Brescia, Italy"
Niccolò Casnici,"Department of Economics and Management, University of Brescia, Via San Faustino, 74/B, 25122 Brescia, Italy"
Flaminio Squazzoni,"Department of Economics and Management, University of Brescia, Via San Faustino, 74/B, 25122 Brescia, Italy"
Kathrin Büttner,"Institute of Animal Breeding and Husbandry, Christian-Albrechts-University, Olshausenstr. 40, D-24098 Kiel, Germany"
Jennifer Salau,"Institute of Animal Breeding and Husbandry, Christian-Albrechts-University, Olshausenstr. 40, D-24098 Kiel, Germany"
Joachim Krieter,"Institute of Animal Breeding and Husbandry, Christian-Albrechts-University, Olshausenstr. 40, D-24098 Kiel, Germany"
Jing Shen,"MZES, University of Mannheim, A5, 6 Building A, 68159 Mannheim, Germany"
Yanjie Bian,"Xi’an Jiaotong University, China"
Eva Vriens,"Department of Sociology/ICS, Utrecht University, The Netherlands"
Rense Corten,"Department of Sociology/ICS, Utrecht University, The Netherlands"
Ran Xu,"Grado Department of Industrial and System Engineering, Virginia Polytechnic Institute and State University, United States"
Kayo Fujimoto,"Center for Health Promotion and Prevention Research, Department of Health Promotion & Behavioral Sciences, Department of Biostatistics and Data Science, School of Public Health, The The University of Texas Health Science Center at Houston, 7000 Fannin Street, UCT 2514, Houston, TX 77030-5401, United States"
Ming Cao 0005,"Center for Health Promotion and Prevention Research, Department of Health Promotion & Behavioral Sciences, Department of Biostatistics and Data Science, School of Public Health, The The University of Texas Health Science Center at Houston, 7000 Fannin Street, UCT 2514, Houston, TX 77030-5401, United States"
Lisa M. Kuhns,"Division of Adolescent Medicine, Ann & Robert H. Lurie Children’s Hospital, Chicago, IL, United States"
Dennis Li,"Center for Health Promotion and Prevention Research, Department of Health Promotion & Behavioral Sciences, Department of Biostatistics and Data Science, School of Public Health, The The University of Texas Health Science Center at Houston, 7000 Fannin Street, UCT 2514, Houston, TX 77030-5401, United States"
John A. Schneider,"Department of Medicine and Public Health Sciences and the Chicago Center for HIV Elimination, University of Chicago, 5837 South Maryland Avenue MC 5065, Chicago, IL 60637, United States"
Iain S. Weaver,"School of Computer Science, University of Exeter, Exeter EX4 4QF, UK"
Hywel T. P. Williams,"School of Computer Science, University of Exeter, Exeter EX4 4QF, UK"
Iulia Cioroianu,"Department of Politics, University of Exeter, Exeter EX4 4RJ, UK"
Matthew Williams,"School of Computer Science, University of Exeter, Exeter EX4 4QF, UK"
Travis Coan,"Department of Politics, University of Exeter, Exeter EX4 4RJ, UK"
Susan Banducci,"Department of Politics, University of Exeter, Exeter EX4 4RJ, UK"
Joshua E. Marineau,"Department of Management and Marketing, North Dakota State University, Fargo, ND, 58102, United States"
Giuseppe (Joe) Labianca,"Department of Management, University of Kentucky, United States"
Daniel J. Brass,"Department of Management, University of Kentucky, United States"
Stephen P. Borgatti,"Department of Management, University of Kentucky, United States"
Patrizia Vecchi,"Olin Business School, Washington University in St. Louis, United States"
Brooke Foucault Welles,"Northeastern University, 360 Huntington Avenue, 204 Lake Hall, Boston, MA, 02115, USA"
Weiai Xu,"University of Massachusetts at Amherst, N308 Integrative Learning Center, 650 N. Pleasant Street, Amherst, MA, 01003-1100, USA"
Lucia Falzon,"Defence Science and Technology Group, Department of Defence, Australia"
Eric Quintane,"School of Management, The University of Los Andes, Colombia"
John Dunn,"Defence Science and Technology Group, Department of Defence, Australia"
Garry Robins,"School of Psychological Sciences, The University of Melbourne, Australia"
Nikita Basov,"Centre for German and European Studies, St. Petersburg State University, Universitetskaya 7/9, St Petersburg, 199034, Russia"
Jake Bowers,"Departments of Political Science and Statistics, University of Illinois at Urbana-Champaign, United States"
Bruce A. Desmarais,"Department of Political Science, Pennsylvania State University, United States"
Mark Frederickson,"Departments of Political Science and Statistics, University of Illinois at Urbana-Champaign, United States"
Nahomi Ichino,"Department of Political Science, University of Michigan, United States"
Hsuan-Wei Lee,"Department of Sociology, University of Nebraska-Lincoln, United States"
Simi Wang,"Department of Applied Mathematics, University of North Carolina at Chapel Hill, United States"
Lisha Yu,"Department of System Engineering and Engineering Management, City University of Hong Kong, Kowloon, Hong Kong"
William H. Woodall,"Department of Statistics, Virginia Tech, Blacksburg, VA, USA"
Kwok-Leung Tsui,"Department of System Engineering and Engineering Management, City University of Hong Kong, Kowloon, Hong Kong"
Mauro Barone,"Agenzia delle Entrate – Ufficio Studi Economico-Statistici, Via C. Colombo 426 c/d, 00145 Roma, Italy"
Michele Coscia,"Naxys – University of Namur, Rempart de la Vierge 8, 5000 Namur, Belgium"
Laurence Brandenberger,"Institute of Political Science, University of Bern, Switzerland"
Károly Takács,"MTA TK “Lendület” Research Center for Educational and Network Studies (RECENS), Centre for Social Sciences, Hungarian Academy of Sciences, Tóth Kálmán u. 4., 1097 Budapest, Hungary"
Giangiacomo Bravo,"Department of Social Studies and Centre for Data Intensive Sciences and Applications, Linnaeus University, Universitetsplatsen 1, 35195 Växjö, Sweden"
Flaminio Squazzoni,"Department of Economics and Management, University of Brescia, Via San Faustino 74B, 25122 Brescia, Italy"
Yang-chih Fu,"Institute of Sociology, Academia Sinica,128 Academia Rd. Sec. 2, Nankang 115, Taipei, Taiwan"
Thijs A. Velema,"Department of Business Management, National Sun Yat-sen University, Kaohsiung, Taiwan"
Jing-Shiang Hwang,"Institute of Statistical Science, Academia Sinica, 128 Academia Rd. Sec. 2, Nankang 115, Taipei, Taiwan"
Giacomo Solano,"School of Innovation Sciences, Eindhoven University of Technology, P.O. Box 513, 5600 MB, Eindhoven, The Netherlands"
Gerrit Rooks,"School of Innovation Sciences, Eindhoven University of Technology, P.O. Box 513, 5600 MB, Eindhoven, The Netherlands"
Ji Ma 0003,"Indiana University Lilly Family School of Philanthropy, 301 N. University Boulevard, Indianapolis, IN 46202, USA"
Simon DeDeo,"Department of Social and Decision Sciences, Carnegie Mellon University, 5000 Forbes Avenue, Pittsburgh, PA 15213, USA"
Thomas Häussler,"Institute of Communication and Media Studies, University of Bern, Fabrikstrasse 8, 3012 Bern, Switzerland"
Iris Wanzenböck,"Copernicus Institute of Sustainable Development, Innovation Studies Group, Utrecht University, The Netherlands"
Pablo Piedrahíta,"Institute for Biocomputation and Physics of Complex Systems and Department of Theoretical Physics, University of Zaragoza, Spain"
Javier Borge-Holthoefer,"Internet Interdisciplinary Institute (IN3), Open University of Catalonia, Spain"
Yamir Moreno,"Institute for Biocomputation and Physics of Complex Systems and Department of Theoretical Physics, University of Zaragoza, Spain"
Sandra González-Bailón,"Annenberg School for Communication, University of Pennsylvania, USA"
Yan-An Hwang,"Department of Applied Mathematics, National Dong Hwa University, Hualien 974, Taiwan"
Philippe Ramirez,"Centre d’Etudes Himalayennes, CNRS, F—94800, Villejuif, France"
Stéphane Legendre,"Institut de Biologie de l’Ecole Normale Supérieure (IBENS), CNRS, INSERM, Ecole Normale Supérieure, PSL Research University, F—75005, Paris, France"
Sean M. Fitzhugh,"3151 Social Science Plaza, University of California - Irvine, CA 92697, USA"
Carter T. Butts,"3151 Social Science Plaza, University of California - Irvine, CA 92697, USA"
Jake Burchard,"Cornell University, 342 Uris Hall, Ithaca, NY, 14853-7601, United States"
Benjamin Cornwell,"Cornell University, 342 Uris Hall, Ithaca, NY, 14853-7601, United States"
Carlo Morselli,"Centre international de criminologie comparée/École de criminologie, Université de Montréal, University of Montreal, Canada"
Marie Ouellet,"Centre international de criminologie comparée/École de criminologie, Université de Montréal, University of Montreal, Canada"
Katarzyna Growiec,"University of Social Sciences and Humanities, Department of Psychology of Personality, Warsaw, Poland"
Jakub Growiec,"SGH Warsaw School of Economics, Department of Quantitative Economics, Poland"
Bogumil Kaminski,"SGH Warsaw School of Economics, Institute of Econometrics, Decision Analysis and Support Unit, Poland"
Hannah Schmid-Petri,"Universität Passau, University of Passau, Innstr. 33a, 94030 Passau, Germany"
Silke Adam,"Universität Bern, University of Bern, Fabrikstrasse 8, 3008 Bern, Switzerland"
Ueli Reber,"Universität Bern, University of Bern, Fabrikstrasse 8, 3008 Bern, Switzerland"
Thomas Häussler,"Universität Bern, University of Bern, Fabrikstrasse 8, 3008 Bern, Switzerland"
Daniel Maier,"FU Berlin, Garystr. 55, 14195 Berlin, Germany"
Peter Miltner,"FU Berlin, Garystr. 55, 14195 Berlin, Germany"
Barbara Pfetsch,"FU Berlin, Garystr. 55, 14195 Berlin, Germany"
Annie Waldherr,"Universität Münster, University of Münster, Bispinghof 9-14, 48143 Münster, Germany"
Francis Lee,"Department of Sociology, University of California - Irvine, United States"
Carter T. Butts,"Departments of Sociology, Statistics, and EECS, and Institute for Mathematical Behavioral Sciences, University of California - Irvine, United States"
Martin G. Everett,"The University of Manchester, United Kingdom"
Chiara Broccatelli,"The University of Glasgow, United Kingdom"
Stephen P. Borgatti,"University of Kentucky, United States of America"
Johan H. Koskinen,"The University of Manchester, United Kingdom"
Tobias Roth,"Mannheim Centre for European Social Research, University of Mannheim, A5, 6, 68159 Mannheim, Germany"
Cassie McMillan,"Pennsylvania State University, University Park, PA, USA"
Diane Felmlee,"Pennsylvania State University, University Park, PA, USA"
D. Wayne Osgood,"Pennsylvania State University, University Park, PA, USA"
Miles Q. Ott,"Smith College, 44 College Lane, Northampton, MA, 01063, United States"
John M. Light,"Oregon Research Institute, 1776 Millrace Dr., Eugene, OR, 97403, United States"
Melissa A. Clark,"University of Massachusetts Medical School, 55 Lake Avenue North, Worcester, MA, 01655, United States"
Nancy P. Barnett,"Brown University, Box G-S121-5 Brown University Providence, RI, 02912, United States"
Matthew E. Brashears,"University of South Carolina, Department of Sociology, United States"
Eric Quintane,"University of Los Andes, School of Management, Colombia"
Zoltán Kmetty,"MTA-ELTE Peripato Research Group, Eotvos Lorand University Faculty of Social Sciences, H-1117, Budapest, Pázmány Péter sétány 1/a, Hungary"
Róbert Tardos,"MTA-ELTE Peripato Research Group, Eotvos Lorand University Faculty of Social Sciences, H-1117, Budapest, Pázmány Péter sétány 1/a, Hungary"
Fruzsina Albert,"Károli Gáspár University of the Reformed Church, H-1091, Budapest, Kálvin tér 9, Hungary"
Beata Dávid,"Hungarian Academy of Sciences, Centre for Social Sciences, Hungary"
Kate Eddens,"Department of Health, Behavior & Society, College of Public Health, University of Kentucky, United States"
Jesse M. Fagan,"Gatton College of Business and Economics, University of Kentucky, United States"
Ami R. Moore,"Department of Rehabilitation and Health Services, University of North Texas, 1155 Union Circle #311456, Denton, TX 76203, United States"
Victor R. Prybutok,"Toulouse Graduate School, University of North Texas, 1155 Union Circle #305459, Denton, TX 76203, United States"
Anh Ta,"Department of Information Technology & Decision Sciences, University of North Texas, Denton, TX 76203, United States"
Foster Amey,"Middle Tennessee State University, MTSU Box 10, Murfreesboro, TN 37132, United States"
Marçal Mora Cantallops,"University of Alcalá, Alcalá de Henares, Madrid, Spain"
Miguel-Ángel Sicilia,"University of Alcalá, Alcalá de Henares, Madrid, Spain"
Zhenkun Zhou,"State Key Lab of Software Development Environment, Beihang University, Beijing, China"
Ke Xu 0001,"State Key Lab of Software Development Environment, Beihang University, Beijing, China"
Jichang Zhao,"School of Economics and Management, Beihang University, Beijing, China"
Alessandro Spelta,"Center for Analysis, Decisions, and Society (CADS) – Human Technopole, Milano, Italy"
Andrea Flori,"Politecnico di Milano, Department of Management, Economics and Industrial Engineering, Italy"
Fabio Pammolli,"Politecnico di Milano, Department of Management, Economics and Industrial Engineering, Italy"
Eszter Berán,"Pázmány Péter Catholic University, Psychology Institute, Budapest, Mikszáth tér 1., 1088 Hungary"
Csaba Pléh,"Central European University, Budapest, Oktober 6 street 7, Budapest, 1051, Hungary"
Péter Soltész,"Pázmány Péter Catholic University, Psychology Institute, Budapest, Mikszáth tér 1., 1088 Hungary"
Anna Rácz,"Semmelweis University, Department of Psychiatry and Psychotherapy, Budapest, Balassa u. 6., 1083 Hungary"
Péter Kardos,"Bloomfield College, NJ, USA"
Pál Czobor,"Semmelweis University, Department of Psychiatry and Psychotherapy, Budapest, Balassa u. 6., 1083 Hungary"
Zsolt Unoka,"Semmelweis University, Department of Psychiatry and Psychotherapy, Budapest, Balassa u. 6., 1083 Hungary"
Neha Gondal,"Boston University, 100 Cummington Mall, Boston 02215, USA"
Yen-Sheng Chiang,"Institute of Sociology, Academia Sinica, Taiwan, ROC"
Lin Tao,"Department of Sociology, Beijing University, Peking University ,China"
Petr Matous,"Faculty of Engineering and Information Technologies, University of Sydney, Australia"
Peng Wang 0002,"Swinburne Business School, Swinburne University of Technology, Australia"
Rosanna Grassi,"Università di Milano-Bicocca, University of Milan Bicocca, Milan, Italy"
Francesco Calderoni,"Università Cattolica del Sacro Cuore and Transcrime, Milan, Italy"
Monica Bianchi,"Università Cattolica del Sacro Cuore, Milan, Italy"
Anna Torriero,"Università Cattolica del Sacro Cuore, Milan, Italy"
Brian Rubineau,"Department of Organizational Behavior, Desautels Faculty of Management, McGill University, Montreal, Quebec, Canada"
Yisook Lim,"Institute for Social Development Studies, Yonsei University, Seoul, Republic of Korea"
Michael Neblo,"Department of Political Science, Ohio State University, Columbus, OH, United States"
Henning Silber,"GESIS - Leibniz Institute for the Social Sciences, Mannheim, Germany"
Jette Schröder,"GESIS - Leibniz Institute for the Social Sciences, Mannheim, Germany"
Bella Struminskaya,"Utrecht University, Utrecht, Netherlands"
Volker Stocké,"University of Kassel, Kassel, Germany"
Michael Bosnjak,"ZPID – Leibniz Institute for Psychology Information, Trier, Germany"
Miranda Jessica Lubbers,"GRAFO, Department of Social and Cultural Anthropology, Universitat Autònoma de Barcelona, Autonomous University of Barcelona (UAB), Spain"
José Luis Molina,"GRAFO, Department of Social and Cultural Anthropology, Universitat Autònoma de Barcelona, Autonomous University of Barcelona (UAB), Spain"
Hugo Valenzuela-García,"GRAFO, Department of Social and Cultural Anthropology, Universitat Autònoma de Barcelona, Autonomous University of Barcelona (UAB), Spain"
Michael J. Brusco,"Florida State University, United States"
Patrick Doreian,"University of Ljubljana, Slovenia"
Vincenz Frey,"Centre for Research on Social Dynamics and Public Policy, Bocconi University, Italy"
Vincent Buskens,"Department of Sociology/ICS, Utrecht University, The Netherlands"
Rense Corten,"Department of Sociology/ICS, Utrecht University, The Netherlands"
George Berry,"Department of Sociology, Cornell University, 368 Uris Hall, Ithaca, NY 14853, USA"
Christopher J. Cameron,"Department of Sociology, Cornell University, 368 Uris Hall, Ithaca, NY 14853, USA"
Patrick Park,"SONIC Research Group, Northwestern University, Frances Searle Building, Evanston, IL 60208, USA"
Michael Macy,"Department of Sociology, Cornell University, 368 Uris Hall, Ithaca, NY 14853, USA"
Mustafa Cosar Ünal,"Department of Political Science and Public Administration, Bilkent University, Ankara, Turkey"
Viviana Amati,"ETH Zurich, Department of Humanities, Social and Political Science, Weinbergstrasse 109, 8092 Zurich, Switzerland"
Alessandro Lomi,"University of Italian Switzerland, Institute of Computational Science, Via Buffi 13, 6900 Lugano, Switzerland"
Daniele Mascia,"University of Bologna, Department of Management, Via Capo di Lucca 34, Bologna, Italy"
Manuel Fischer,"Eawag (Swiss Federal Institute of Aquatic Science and Technology), Überlandstrasse 133, 8600 Dübendorf, Switzerland, and University of Bern, Fabrikstrasse 8, 3012 Bern, Switzerland"
Frédéric Varone,"University of Geneva, Boulevard du Pont-d’Arve 40, 1205 Genève, Switzerland"
Roy Gava,"University of Geneva, Boulevard du Pont-d’Arve 40, 1205 Genève, Switzerland"
Pascal Sciarini,"University of Geneva, Boulevard du Pont-d’Arve 40, 1205 Genève, Switzerland"
László Lorincz,"Hungarian Academy of Sciences, Centre for Economic and Regional Studies, Institute of Economics, Tóth Kálmán utca 4., H-1097 Budapest, Hungary, and Corvinus University of Budapest, Fővám tér 8, H-1093 Budapest, Hungary"
Júlia Koltai,"Hungarian Academy of Sciences, Centre for Social Sciences, Computational Social Science – Research Center for Educational and Network Studies (CSS – RECENS), Tóth Kálmán utca 4., H-1097 Budapest, Hungary and Eötvös Loránd University of Sciences, Faculty of Social Sciences, Pázmány Péter sétány 1/A., H-1117 Budapest, Hungary"
Anna Fruzsina Gyor,"Corvinus University of Budapest, Institute of Sociology and Social Policy, Doctoral School of Sociology, 1093 Budapest, Fővám tér 8., Hungary"
Károly Takács,"Hungarian Academy of Sciences, Centre for Social Sciences, Computational Social Science – Research Center for Educational and Network Studies (CSS – RECENS), Tóth Kálmán u. 4, H-1097 Budapest, Hungary"
Yanjun He,Uber Technologies Inc
Peter D. Hoff,"Department of Statistical Science, Duke University, USA"
João R. Daniel,"William James Center for Research, ISPA– Instituto Universitário, Rua Jardim do Tabaco, 34, 1149-041, Lisbon, Portugal"
António J. Santos,"William James Center for Research, ISPA– Instituto Universitário, Rua Jardim do Tabaco, 34, 1149-041, Lisbon, Portugal"
Carla Fernandes,"William James Center for Research, ISPA– Instituto Universitário, Rua Jardim do Tabaco, 34, 1149-041, Lisbon, Portugal"
Brian E. Vaughn,"Human Development and Family Studies, Auburn University, 203 Spidle Hall, Auburn, AL, 36849, United States"
Weiwei Gu,"Department of Sociology, Tsinghua University, Beijing, 100084, PR China"
Jar-der Luo,"Department of Sociology, Tsinghua University, Beijing, 100084, PR China"
Jifan Liu,"Department of Sociology, Tsinghua University, Beijing, 100084, PR China"
Jia-Ping Huang,"China Center for Special Economic Zone Research, Shenzhen University, Nanhai Ave 3688, Shenzhen 518060, China"
Bernd Heidergott,"VU University Amsterdam, Vrije University Amsterdam, Department of Econometrics and Operations Research, De Boelelaan 1105, 1081 HV Amsterdam, The Netherlands"
Ines Lindner,"Tinbergen Institute, Gustav Mahlerplein 117, 1082 MS Amsterdam, The Netherlands"
Yuan Hsiao,"Department of Sociology, Department of Statistics, University of Washington, 211 Savery Hall, Box 353340, Seattle, WA, 98195-3340, United States"
Ching-Ling Cheng,"Department of Educational Psychology & Counseling, National Taiwan Normal University, 162 Heping E. Rd., Sec.1, Taipei, 10610, Taiwan"
Ya-Wen Chiu,"Learning Sciences & Human Development, University of Washington, Seattle, WA, 98195-3340, United States"
Hubert Buch-Hansen,"Department of Organization, Copenhagen Business School, Kilevej 14a, 2000 Frederiksberg, Denmark"
Lasse Folke Henriksen,"Department of Organization, Copenhagen Business School, Kilevej 14a, 2000 Frederiksberg, Denmark"
Ronald S. Burt,"University of Chicago, Booth School of Business, Chicago, IL, 60637, United States"
Saskia Metzler,"Max-Planck-Institute for Informatics, Saarland Informatics Campus, Building E1.4, 66123 Saarbrücken, Germany"
Stephan Günnemann,"Technical University of Munich, Department of Informatics & Institute for Advanced Study, Boltzmannstr. 3, 85748 Garching, Germany"
Pauli Miettinen,"University of Eastern Finland, School of Computing, P.O. Box 1627, 70211 Kuopio, Finland"
Dante Contreras,"Department of Economics, Faculty of Economics and Business, Universidad de Chile, University of Chile, Santiago, Chile, Diagonal Paraguay 257, Santiago Centro, Santiago, Chile, 8330015, Santiago, Chile"
Gabriel Otero,"Department of Sociology, University of Amsterdam, Amsterdam, The Netherlands"
Juan D. Díaz,"Department of Management Control and Information Systems, Faculty of Economics and Business, Universidad de Chile, University of Chile, Chile"
Nicolás Suárez,"Department of Economics, Faculty of Economics and Business, Universidad de Chile, University of Chile, Santiago, Chile"
Christian Henning,"Institute of Agricultural Economics, University of Kiel, Kiel, Germany"
Christian Aßmann,"Chair of Statistics and Econometrics, University of Bamberg, Bamberg, Germany"
Johannes Hedtrich,"Institute of Agricultural Economics, University of Kiel, Kiel, Germany"
Julian Ehrenfels,"Techniker Krankenkasse, Hamburg, Germany"
Eva Krampe,"European Investment Bank, Luxembourg, Luxembourg"
Marçal Mora Cantallops,"University of Alcalá, Alcalá de Henares, Madrid, Spain"
Miguel-Ángel Sicilia,"University of Alcalá, Alcalá de Henares, Madrid, Spain"
Michael Wältermann,"Institute of Economics and Business Administration, University of Freiburg, Germany"
Georg Wolff,"Institute of Economics and Business Administration, University of Freiburg, Germany"
Olaf N. Rank,"Institute of Economics and Business Administration, University of Freiburg, Germany"
Tijs A. van den Broek,"NIKOS, University of Twente, the Netherlands"
Ariana Need,"Department of Public Administration, University of Twente, the Netherlands"
Michel L. Ehrenhard,"NIKOS, University of Twente, the Netherlands"
Anna Priante,"NIKOS, University of Twente, the Netherlands"
Djoerd Hiemstra,"Data Science Group, University of Twente, the Netherlands"
Jeffrey Lienert,"National Human Genome Research Institute, National Institutes of Health, United States"
Laura M. Koehly,"National Human Genome Research Institute, National Institutes of Health, United States"
Felix Reed-Tsochas,"Saïd Business School, University of Oxford, United Kingdom"
Christopher Steven Marcum,"National Human Genome Research Institute, National Institutes of Health, United States"
Catherine T. Shea,"Tepper School of Business, Carnegie Mellon University, United States"
Julia Lee,"Ross School of Business, University of Michigan, United States"
Tanya Menon,"Fisher College of Business, The Ohio State University, United States"
Dongkyun Im,"Seoul National University, Republic of Korea"
Elaine M. Hernandez,"Department of Sociology, Indiana University – Bloomington, United States"
Erin Pullen,"Indiana University Network Science Institute, Indiana University – Bloomington, United States"
Jonathan Brauer,"Department of Criminal Justice, Indiana University – Bloomington, United States"
Hazem Krichene,"Graduate School of Simulation Studies, University of Hyogo, 7-1-28 Minatojima-minamimachi, Chuo-ku, Kobe, Hyogo 650-0047, Japan"
Yoshi Fujiwara,"Graduate School of Simulation Studies, University of Hyogo, 7-1-28 Minatojima-minamimachi, Chuo-ku, Kobe, Hyogo 650-0047, Japan"
Abhijit Chakraborty,"Graduate School of Simulation Studies, University of Hyogo, 7-1-28 Minatojima-minamimachi, Chuo-ku, Kobe, Hyogo 650-0047, Japan"
Yoshiyuki Arata,"Research Institute of Economy, Trade and Industry (RIETI), 1-3-1, Kasumigaseki Chiyoda-ku, 100-8901 Tokyo, Japan"
Hiroyasu Inoue,"Graduate School of Simulation Studies, University of Hyogo, 7-1-28 Minatojima-minamimachi, Chuo-ku, Kobe, Hyogo 650-0047, Japan"
